t,j,m,price
2013/2014,11461000,USA,1.315887
2013/2014,11461200,USA,0.653192
2013/2014,11480010,USA,0.811042
2013/2014,11480020,USA,0.796411
2013/2014,11511000,USA,0.170947
2013/2014,11511100,USA,0.239651
2013/2014,11511200,USA,0.211046
2013/2014,11511300,USA,0.149646
2013/2014,11511400,USA,0.138297
2013/2014,11511550,USA,0.169184
2013/2014,11511600,USA,0.28458
2013/2014,11511610,USA,0.381048
2013/2014,11512010,USA,0.087193
2013/2014,11512100,USA,0.169593
2013/2014,11513150,USA,0.156513
2013/2014,11513200,USA,0.154126
2013/2014,11513381,USA,0.160375
2013/2014,11513382,USA,0.156513
2013/2014,11513383,USA,0.154126
2013/2014,11513392,USA,0.140025
2013/2014,11513500,USA,0.137872
2013/2014,11513550,USA,0.134306
2013/2014,11514100,USA,0.135834
2013/2014,11514110,USA,0.223846
2013/2014,11514120,USA,0.220278
2013/2014,11519040,USA,0.332693
2013/2014,11519050,USA,0.165121
2013/2014,11519105,USA,0.268272
2013/2014,11519200,USA,0.158873
2013/2014,11519205,USA,0.196626
2013/2014,11526000,USA,0.148871
2013/2014,11531000,USA,0.244675
2013/2014,11531500,USA,0.24038
2013/2014,11541110,USA,0.205082
2013/2014,11541120,USA,0.203869
2013/2014,11542100,USA,0.92927
2013/2014,11542200,USA,0.9368
2013/2014,11543000,USA,0.390682
2013/2014,11543010,USA,0.396755
2013/2014,11551050,USA,0.191166
2013/2014,11553110,USA,0.394513
2013/2014,11553120,USA,0.48639
2013/2014,11553130,USA,0.605099
2013/2014,11560000,USA,0.151076
2013/2014,11710051,USA,1.046094
2013/2014,11710054,USA,0.838243
2013/2014,11710055,USA,0.868727
2013/2014,11710056,USA,0.868727
2013/2014,11710350,USA,0.887837
2013/2014,11710351,USA,0.887837
2013/2014,11710357,USA,0.535568
2013/2014,11710358,USA,0.566142
2013/2014,11710359,USA,0.566142
2013/2014,11710360,USA,0.887837
2013/2014,11710361,USA,0.887837
2013/2014,11710367,USA,0.535568
2013/2014,11710370,USA,0.750819
2013/2014,11710371,USA,0.750819
2013/2014,11710376,USA,0.456206
2013/2014,11710377,USA,0.540472
2013/2014,11710378,USA,0.57091
2013/2014,11710379,USA,0.57091
2013/2014,11710470,USA,0.866177
2013/2014,11710471,USA,0.866177
2013/2014,11710479,USA,0.701422
2013/2014,11710627,USA,0.358223
2013/2014,11710628,USA,0.388797
2013/2014,11710629,USA,0.388797
2013/2014,11710630,USA,0.941563
2013/2014,11710631,USA,0.941563
2013/2014,11710633,USA,0.660489
2013/2014,11710637,USA,0.554967
2013/2014,11710638,USA,0.58554
2013/2014,11710639,USA,0.58554
2013/2014,11710647,USA,0.358223
2013/2014,11710648,USA,0.388797
2013/2014,11710649,USA,0.388797
2013/2014,11710650,USA,0.611106
2013/2014,11710651,USA,0.611106
2013/2014,11710657,USA,0.455997
2013/2014,11710658,USA,0.48657
2013/2014,11710659,USA,0.48657
2013/2014,11710661,USA,0.73468
2013/2014,11710665,USA,0.776906
2013/2014,11710666,USA,0.776906
2013/2014,11710670,USA,0.759526
2013/2014,11710671,USA,0.740234
2013/2014,11710677,USA,0.5795
2013/2014,11710678,USA,0.609983
2013/2014,11710679,USA,0.609983
2013/2014,11710689,USA,0.377744
2013/2014,11710697,USA,0.335945
2013/2014,11710801,USA,0.887837
2013/2014,11710911,USA,0.714723
2013/2014,11710917,USA,0.380362
2013/2014,11710918,USA,0.410846
2013/2014,11710919,USA,0.410846
2013/2014,11710927,USA,0.589348
2013/2014,11710928,USA,0.619921
2013/2014,11710949,USA,0.258924
2013/2014,11710963,USA,0.734854
2013/2014,11710967,USA,0.277475
2013/2014,11710968,USA,0.308093
2013/2014,11720311,USA,0.763056
2013/2014,11720317,USA,0.470008
2013/2014,11720318,USA,0.500447
2013/2014,11720319,USA,0.500447
2013/2014,11720411,USA,0.759833
2013/2014,11720417,USA,0.540154
2013/2014,11720419,USA,0.570638
2013/2014,11720430,USA,1.046094
2013/2014,11720611,USA,0.678092
2013/2014,11720618,USA,0.393458
2013/2014,11720619,USA,0.393458
2013/2014,11720807,USA,0.5049
2013/2014,11740311,USA,1.034788
2013/2014,11740318,USA,0.958961
2013/2014,11740319,USA,0.958961
2013/2014,11740400,USA,3.982011
2013/2014,11740401,USA,3.982011
2013/2014,11740520,USA,0.739269
2013/2014,11810000,USA,0.172312
2013/2014,11811000,USA,0.571712
2013/2014,11830100,USA,1.089913
2013/2014,11830115,USA,1.409456
2013/2014,11830150,USA,1.410513
2013/2014,11830160,USA,0.794982
2013/2014,11830165,USA,0.721559
2013/2014,11830260,USA,1.158408
2013/2014,11830400,USA,1.074539
2013/2014,12100100,USA,0.746935
2013/2014,12110100,USA,0.393451
2013/2014,12120100,USA,0.294777
2013/2014,12120105,USA,0.32864
2013/2014,12120110,USA,0.295186
2013/2014,12130100,USA,0.612883
2013/2014,12130200,USA,0.612883
2013/2014,12140000,USA,0.590106
2013/2014,12140100,USA,1.068352
2013/2014,12140105,USA,1.068352
2013/2014,12200100,USA,0.316169
2013/2014,12210100,USA,0.316133
2013/2014,12210200,USA,0.316169
2013/2014,12210210,USA,0.340578
2013/2014,12210250,USA,1.003616
2013/2014,12210255,USA,1.003616
2013/2014,12210260,USA,1.003616
2013/2014,12210270,USA,1.015472
2013/2014,12210305,USA,0.316169
2013/2014,12210310,USA,0.340539
2013/2014,12210400,USA,0.504957
2013/2014,12210410,USA,0.504957
2013/2014,12210420,USA,0.970858
2013/2014,12210430,USA,0.677103
2013/2014,12210440,USA,0.930133
2013/2014,12210500,USA,0.504957
2013/2014,12210505,USA,0.970858
2013/2014,12220200,USA,0.582196
2013/2014,12220250,USA,0.593816
2013/2014,12220270,USA,0.608232
2013/2014,12310100,USA,0.426165
2013/2014,12310300,USA,0.373423
2013/2014,12310350,USA,0.464782
2013/2014,12310370,USA,0.379385
2013/2014,12320100,USA,0.877918
2013/2014,12350000,USA,0.566652
2013/2014,12350100,USA,0.839293
2013/2014,12350110,USA,1.310926
2013/2014,13110100,USA,0.366067
2013/2014,13110110,USA,0.369279
2013/2014,13110120,USA,1.387051
2013/2014,13110130,USA,1.445889
2013/2014,13110200,USA,0.366067
2013/2014,13110320,USA,0.366067
2013/2014,13120050,USA,0.665828
2013/2014,13120100,USA,0.633648
2013/2014,13120110,USA,0.999674
2013/2014,13120120,USA,0.550779
2013/2014,13120121,USA,0.815446
2013/2014,13120130,USA,1.503948
2013/2014,13120140,USA,0.543335
2013/2014,13120300,USA,0.688292
2013/2014,13120310,USA,4.014527
2013/2014,13120400,USA,0.561408
2013/2014,13120500,USA,0.393428
2013/2014,13120550,USA,0.315959
2013/2014,13120710,USA,0.91859
2013/2014,13120720,USA,1.274394
2013/2014,13120730,USA,0.445559
2013/2014,13120750,USA,0.193894
2013/2014,13120770,USA,0.766034
2013/2014,13120780,USA,0.512851
2013/2014,13120790,USA,0.596153
2013/2014,13120800,USA,0.154999
2013/2014,13121200,USA,0.408138
2013/2014,13122500,USA,1.372299
2013/2014,13127000,USA,2.215388
2013/2014,13127010,USA,4.515993
2013/2014,13130300,USA,0.345283
2013/2014,13130310,USA,0.320471
2013/2014,13130330,USA,0.345283
2013/2014,13130600,USA,0.345283
2013/2014,13130620,USA,0.444878
2013/2014,13130700,USA,0.345283
2013/2014,13135000,USA,0.654123
2013/2014,13135010,USA,0.676471
2013/2014,13140100,USA,1.1573
2013/2014,13140450,USA,0.444878
2013/2014,13140500,USA,0.444878
2013/2014,13140550,USA,1.040706
2013/2014,13140700,USA,0.569609
2013/2014,13140900,USA,0.41436
2013/2014,13142000,USA,0.727681
2013/2014,13150000,USA,0.28378
2013/2014,13160400,USA,0.314356
2013/2014,13160410,USA,0.351562
2013/2014,13161000,USA,0.847659
2013/2014,13161630,USA,1.601949
2013/2014,13210110,USA,0.839997
2013/2014,13210220,USA,0.340415
2013/2014,13210280,USA,0.336408
2013/2014,13210300,USA,0.577774
2013/2014,13210350,USA,0.540724
2013/2014,13210410,USA,0.477393
2013/2014,13210610,USA,0.789475
2013/2014,13210710,USA,0.680533
2013/2014,13210750,USA,0.472785
2013/2014,13220110,USA,0.336408
2013/2014,13230110,USA,0.336408
2013/2014,13230130,USA,0.340415
2013/2014,13230140,USA,0.340415
2013/2014,13230200,USA,0.313351
2013/2014,13230500,USA,0.410645
2013/2014,13241000,USA,1.523945
2013/2014,13250000,USA,0.902546
2013/2014,13250100,USA,1.147819
2013/2014,13252200,USA,0.475763
2013/2014,13252600,USA,1.772477
2013/2014,13311000,USA,0.742958
2013/2014,13312000,USA,1.216358
2013/2014,13411000,USA,0.406579
2013/2014,13412000,USA,0.472708
2013/2014,14010000,USA,1.065494
2013/2014,14101010,USA,2.677409
2013/2014,14102010,USA,1.912772
2013/2014,14103010,USA,2.950828
2013/2014,14103020,USA,2.560993
2013/2014,14104100,USA,1.134621
2013/2014,14104110,USA,1.286642
2013/2014,14104115,USA,1.623282
2013/2014,14104200,USA,1.262927
2013/2014,14104250,USA,1.183095
2013/2014,14104400,USA,2.092328
2013/2014,14104600,USA,2.517778
2013/2014,14104700,USA,3.346858
2013/2014,14105010,USA,2.048979
2013/2014,14105200,USA,3.761804
2013/2014,14106010,USA,3.620321
2013/2014,14106200,USA,1.13448
2013/2014,14106500,USA,1.382146
2013/2014,14107010,USA,1.112631
2013/2014,14107020,USA,0.975698
2013/2014,14107030,USA,1.121373
2013/2014,14107040,USA,2.182323
2013/2014,14107060,USA,1.324202
2013/2014,14107200,USA,1.354349
2013/2014,14107250,USA,2.479393
2013/2014,14108010,USA,1.836338
2013/2014,14108015,USA,1.474826
2013/2014,14108020,USA,2.364883
2013/2014,14108060,USA,0.973654
2013/2014,14108200,USA,3.641504
2013/2014,14108400,USA,1.461709
2013/2014,14108420,USA,1.516519
2013/2014,14109010,USA,1.560227
2013/2014,14109020,USA,1.763561
2013/2014,14109030,USA,1.770746
2013/2014,14109040,USA,1.872078
2013/2014,14110010,USA,1.095494
2013/2014,14120010,USA,1.012153
2013/2014,14120020,USA,1.223051
2013/2014,14131500,USA,0.89726
2013/2014,14132000,USA,1.237652
2013/2014,14133000,USA,0.947315
2013/2014,14134000,USA,1.231453
2013/2014,14200100,USA,0.492105
2013/2014,14201010,USA,0.450052
2013/2014,14201200,USA,1.315861
2013/2014,14201500,USA,0.546062
2013/2014,14202010,USA,0.536996
2013/2014,14202020,USA,0.557318
2013/2014,14203010,USA,0.4409
2013/2014,14203020,USA,0.4409
2013/2014,14203510,USA,1.044396
2013/2014,14204010,USA,0.504134
2013/2014,14204020,USA,0.769182
2013/2014,14204030,USA,0.474749
2013/2014,14301010,USA,0.800603
2013/2014,14303010,USA,0.848848
2013/2014,14410100,USA,0.998136
2013/2014,14410110,USA,0.926512
2013/2014,14410120,USA,1.038067
2013/2014,14410130,USA,1.433711
2013/2014,14410210,USA,1.547051
2013/2014,14410330,USA,0.880995
2013/2014,14410380,USA,1.047192
2013/2014,14410500,USA,1.049223
2013/2014,14410600,USA,1.113996
2013/2014,14410620,USA,1.518433
2013/2014,14420100,USA,0.932323
2013/2014,14420160,USA,1.714454
2013/2014,14420200,USA,1.079198
2013/2014,14420210,USA,1.1019
2013/2014,14420300,USA,1.733809
2013/2014,14502000,USA,0.593004
2013/2014,14610520,USA,1.317504
2013/2014,14620100,USA,0.991562
2013/2014,14620120,USA,1.333409
2013/2014,14620150,USA,0.816982
2013/2014,14620200,USA,0.959825
2013/2014,14630100,USA,2.561872
2013/2014,14630300,USA,0.983532
2013/2014,14640000,USA,0.995613
2013/2014,14650100,USA,0.471386
2013/2014,14650160,USA,0.510317
2013/2014,14660200,USA,0.835467
2013/2014,14670000,USA,1.168912
2013/2014,2.00E+07,USA,1.980152
2013/2014,20000090,USA,2.116742
2013/2014,21000100,USA,1.938373
2013/2014,21000120,USA,1.938373
2013/2014,21001000,USA,2.527296
2013/2014,21002000,USA,1.657126
2013/2014,21101000,USA,2.527296
2013/2014,21101020,USA,2.528224
2013/2014,21101110,USA,2.527296
2013/2014,21101120,USA,2.527119
2013/2014,21101130,USA,2.528224
2013/2014,21102110,USA,2.527296
2013/2014,21102120,USA,2.527119
2013/2014,21102130,USA,2.528224
2013/2014,21103130,USA,1.652267
2013/2014,21104110,USA,1.410979
2013/2014,21105120,USA,2.527119
2013/2014,21105130,USA,2.528224
2013/2014,21301000,USA,1.993825
2013/2014,21304120,USA,2.965936
2013/2014,21401000,USA,1.612689
2013/2014,21401110,USA,1.523462
2013/2014,21401120,USA,1.612689
2013/2014,21401400,USA,1.743289
2013/2014,21407120,USA,1.612689
2013/2014,21416000,USA,1.657141
2013/2014,21416110,USA,1.657141
2013/2014,21416120,USA,2.333238
2013/2014,21416150,USA,1.659138
2013/2014,21417120,USA,1.36054
2013/2014,21420100,USA,1.651348
2013/2014,21500000,USA,0.974624
2013/2014,21500100,USA,1.447382
2013/2014,21500300,USA,0.402474
2013/2014,21501000,USA,1.400162
2013/2014,21501200,USA,1.40428
2013/2014,21501300,USA,1.536701
2013/2014,21501350,USA,1.485384
2013/2014,21501360,USA,1.499336
2013/2014,21540100,USA,0.402474
2013/2014,21601000,USA,5.570305
2013/2014,21601010,USA,2.500298
2013/2014,21602000,USA,3.933934
2013/2014,21602100,USA,4.624522
2013/2014,21603000,USA,2.117891
2013/2014,21701010,USA,1.418357
2013/2014,22000100,USA,1.099603
2013/2014,22000120,USA,1.060071
2013/2014,22001000,USA,0.621779
2013/2014,22002000,USA,1.015004
2013/2014,22002800,USA,5.02154
2013/2014,22101110,USA,1.185744
2013/2014,22101120,USA,1.060071
2013/2014,22101140,USA,0.997465
2013/2014,22101150,USA,1.020577
2013/2014,22101210,USA,1.185744
2013/2014,22101220,USA,1.255617
2013/2014,22101310,USA,0.919211
2013/2014,22101320,USA,0.958787
2013/2014,22101520,USA,1.255617
2013/2014,22107020,USA,1.255617
2013/2014,22201120,USA,0.926159
2013/2014,22201220,USA,0.926159
2013/2014,22300120,USA,0.860918
2013/2014,22300140,USA,0.977173
2013/2014,22311000,USA,1.569671
2013/2014,22311010,USA,0.860918
2013/2014,22311020,USA,1.24649
2013/2014,22311450,USA,3.477323
2013/2014,22311500,USA,0.904606
2013/2014,22321110,USA,3.188754
2013/2014,22400110,USA,1.132218
2013/2014,22400120,USA,1.357743
2013/2014,22421000,USA,3.304896
2013/2014,22421010,USA,3.304896
2013/2014,22501010,USA,2.11511
2013/2014,22600100,USA,3.431564
2013/2014,22600200,USA,3.431561
2013/2014,22600210,USA,3.430282
2013/2014,22601000,USA,2.242002
2013/2014,22601040,USA,0.551792
2013/2014,22602010,USA,2.500298
2013/2014,22621000,USA,1.123206
2013/2014,22621100,USA,0.572655
2013/2014,22701010,USA,1.413155
2013/2014,22701020,USA,1.502395
2013/2014,22701040,USA,2.229639
2013/2014,22701050,USA,1.564765
2013/2014,22704010,USA,0.782622
2013/2014,22706010,USA,1.247681
2013/2014,22707010,USA,1.241031
2013/2014,22707020,USA,1.660921
2013/2014,22708010,USA,2.422708
2013/2014,22709010,USA,1.662523
2013/2014,22810010,USA,1.441224
2013/2014,23000100,USA,2.568599
2013/2014,23321000,USA,3.012005
2013/2014,23321900,USA,2.355121
2013/2014,23322100,USA,0.992164
2013/2014,24100000,USA,0.804416
2013/2014,24100020,USA,0.981553
2013/2014,24102000,USA,1.34685
2013/2014,24102020,USA,0.981553
2013/2014,24104000,USA,1.745808
2013/2014,24104020,USA,0.981553
2013/2014,24120100,USA,1.271797
2013/2014,24120120,USA,1.15127
2013/2014,24122100,USA,0.536511
2013/2014,24122110,USA,0.990429
2013/2014,24122120,USA,1.15127
2013/2014,24123120,USA,1.15127
2013/2014,24124120,USA,1.15127
2013/2014,24124123,USA,1.188618
2013/2014,24124124,USA,1.206308
2013/2014,24124125,USA,1.15127
2013/2014,24127110,USA,1.009988
2013/2014,24127113,USA,1.009988
2013/2014,24127115,USA,1.009988
2013/2014,24127130,USA,1.009988
2013/2014,24127140,USA,1.009988
2013/2014,24127150,USA,1.009988
2013/2014,24127153,USA,1.009988
2013/2014,24127155,USA,1.009988
2013/2014,24132210,USA,0.289239
2013/2014,24132220,USA,0.289255
2013/2014,24134210,USA,0.289239
2013/2014,24134220,USA,0.289239
2013/2014,24137210,USA,0.973805
2013/2014,24142210,USA,1.356739
2013/2014,24142220,USA,1.356748
2013/2014,24143210,USA,1.227705
2013/2014,24143220,USA,1.356748
2013/2014,24144210,USA,1.227705
2013/2014,24144213,USA,1.355027
2013/2014,24144223,USA,1.387518
2013/2014,24147210,USA,1.697424
2013/2014,24147213,USA,1.697424
2013/2014,24147230,USA,1.697424
2013/2014,24147235,USA,1.697424
2013/2014,24152210,USA,0.724559
2013/2014,24152220,USA,0.809
2013/2014,24153220,USA,0.809
2013/2014,24154210,USA,0.724559
2013/2014,24154223,USA,0.772269
2013/2014,24157210,USA,0.973805
2013/2014,24157213,USA,0.973805
2013/2014,24157230,USA,0.973805
2013/2014,24162110,USA,1.264961
2013/2014,24162120,USA,1.394261
2013/2014,24163110,USA,1.264961
2013/2014,24164110,USA,1.264961
2013/2014,24164113,USA,1.397917
2013/2014,24164120,USA,1.394261
2013/2014,24167110,USA,4.223951
2013/2014,24167113,USA,4.223951
2013/2014,24167115,USA,4.223951
2013/2014,24167130,USA,4.223951
2013/2014,24198570,USA,0.873962
2013/2014,24198690,USA,0.828901
2013/2014,24198695,USA,0.828901
2013/2014,24198700,USA,0.828901
2013/2014,24198720,USA,1.713684
2013/2014,24198730,USA,0.794609
2013/2014,24198735,USA,0.794609
2013/2014,24198740,USA,0.794609
2013/2014,24201000,USA,0.935295
2013/2014,24201020,USA,1.134008
2013/2014,24201120,USA,1.134008
2013/2014,24201130,USA,1.134008
2013/2014,24201320,USA,0.746995
2013/2014,24201500,USA,2.283354
2013/2014,24201510,USA,2.283354
2013/2014,24202120,USA,0.801405
2013/2014,24202500,USA,1.02481
2013/2014,24202600,USA,0.900511
2013/2014,24203020,USA,1.033846
2013/2014,24203120,USA,0.903689
2013/2014,24206000,USA,0.845238
2013/2014,24207000,USA,1.474631
2013/2014,24208500,USA,0.772861
2013/2014,24208510,USA,0.772861
2013/2014,24701000,USA,1.093203
2013/2014,24701010,USA,1.425254
2013/2014,24701020,USA,1.275773
2013/2014,24703000,USA,1.554906
2013/2014,24703010,USA,1.422151
2013/2014,24703020,USA,1.290871
2013/2014,24705010,USA,2.164007
2013/2014,24706010,USA,2.138243
2013/2014,25112200,USA,2.547154
2013/2014,25210110,USA,1.014924
2013/2014,25210150,USA,1.06546
2013/2014,25210210,USA,1.014924
2013/2014,25210220,USA,0.433605
2013/2014,25210240,USA,0.39364
2013/2014,25210250,USA,1.990912
2013/2014,25210280,USA,0.405169
2013/2014,25210290,USA,1.807368
2013/2014,25210310,USA,0.350538
2013/2014,25210410,USA,0.555708
2013/2014,25210620,USA,1.807368
2013/2014,25210750,USA,1.807368
2013/2014,25220105,USA,0.956383
2013/2014,25220106,USA,1.386117
2013/2014,25220150,USA,1.809424
2013/2014,25220210,USA,1.197917
2013/2014,25220350,USA,0.819237
2013/2014,25220360,USA,0.74827
2013/2014,25220390,USA,0.549258
2013/2014,25220400,USA,0.955805
2013/2014,25220410,USA,0.605609
2013/2014,25220420,USA,1.510095
2013/2014,25220430,USA,1.302733
2013/2014,25220440,USA,0.500199
2013/2014,25220450,USA,0.955805
2013/2014,25220460,USA,0.972775
2013/2014,25220470,USA,1.269448
2013/2014,25220490,USA,0.779378
2013/2014,25220500,USA,1.170101
2013/2014,25220510,USA,5.652617
2013/2014,25220650,USA,0.447999
2013/2014,25220710,USA,0.963604
2013/2014,25220910,USA,1.354114
2013/2014,25221110,USA,1.548044
2013/2014,25221210,USA,1.757998
2013/2014,25221250,USA,1.808621
2013/2014,25221310,USA,0.782614
2013/2014,25221350,USA,0.86852
2013/2014,25221400,USA,0.833054
2013/2014,25221405,USA,0.870088
2013/2014,25221406,USA,1.386117
2013/2014,25221450,USA,0.9912
2013/2014,25221460,USA,0.788794
2013/2014,25221500,USA,1.611966
2013/2014,25221510,USA,2.257163
2013/2014,25221520,USA,1.931508
2013/2014,25221530,USA,2.656792
2013/2014,25221610,USA,0.665976
2013/2014,25221710,USA,1.046475
2013/2014,25221810,USA,1.119305
2013/2014,25221830,USA,0.994049
2013/2014,25221860,USA,0.994049
2013/2014,25221870,USA,0.722416
2013/2014,25221875,USA,0.644503
2013/2014,25221910,USA,0.491398
2013/2014,25221950,USA,1.012084
2013/2014,25230110,USA,1.295322
2013/2014,25230210,USA,1.094666
2013/2014,25230220,USA,1.907143
2013/2014,25230230,USA,1.292576
2013/2014,25230235,USA,1.408982
2013/2014,25230310,USA,1.659717
2013/2014,25230410,USA,0.973927
2013/2014,25230430,USA,0.635587
2013/2014,25230450,USA,0.998278
2013/2014,25230510,USA,0.939778
2013/2014,25230530,USA,0.776658
2013/2014,25230540,USA,0.817273
2013/2014,25230560,USA,0.883026
2013/2014,25230610,USA,1.257942
2013/2014,25230710,USA,1.119436
2013/2014,25230790,USA,1.960896
2013/2014,25230800,USA,0.779624
2013/2014,25230820,USA,1.421406
2013/2014,25230840,USA,1.332709
2013/2014,25230900,USA,1.210628
